No,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
区分,データ取得日,プレイヤー名情報,プレイヤー名情報,プレイヤー名情報,プレイヤー名情報,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブリバーサル,ドライブパリィ,ドライブパリィ,ドライブパリィ,ドライブパリィ,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,SAゲージ使用割合,SAゲージ使用割合,SAゲージ使用割合,SAゲージ使用割合,スタン,スタン,投げ,投げ,投げ,壁際,壁際,プレイ回数,プレイ回数,プレイ回数,プレイ回数,プレイポイント
項目,データ取得日,プレイヤー名,リーグポイント,ランク,MR,ドライブパリィ,ドライブインパクト,オーバードライブアーツ,パリィドライブラッシュ,キャンセルドライブラッシュ,ドライブリバーサル,ダメージ,使用回数,成功回数,相手のドライブパリィを投げた,自分のドライブパリィを投げられた,ジャストパリィ回数,決めた回数,パニッシュカウンターを決めた回数,相手のドライブインパクトに決めた回数,受けた回数,パニッシュカウンターを受けた回数,相手にドライブインパクトで返された回数,Lv1,Lv2,Lv3,CA,スタンさせた回数,スタンさせられた回数,決めた回数,受けた回数,投げ抜け回数,相手を追い詰めている時間,相手に追い詰められている時間,ランクマッチプレイ回数,カジュアルマッチプレイ回数,ルームマッチプレイ回数,バトルハブマッチプレイ回数,累計プレイポイント
単位,日付,テキスト,数値,テキスト,数値,割合,割合,割合,割合,割合,割合,割合,回,回,回,回,回,回,回,回,回,回,回,割合,割合,割合,割合,回,回,回,回,回,秒,秒,回,回,回,回,数値
305,2026/3/14,Axufoby,46036,MASTER,0,8.93%,4.45%,20.66%,5.66%,39.07%,0.70%,20.49%,0.1,1.3,0.3,0.1,0.1,0.5,0.3,0.1,0.4,0.2,0.1,26.31%,22.10%,40.00%,11.57%,0.1,0.1,3,1.4,0.7,16.4,5.5,760,143,655,351,61878
306,2026/3/14,六々ブラックRX,232589,MASTER,1434,4.53%,2.69%,40.03%,3.22%,21.73%,0.00%,27.78%,0,0.3,0.2,0,0,0.2,0.1,0,0.4,0.2,0.1,30.95%,2.38%,50.00%,16.66%,0,0.1,2.9,2,0.4,8.8,8.6,26508,34,0,2165,973989
307,2026/3/14,SuperNova,382932,MASTER,1546,4.79%,2.22%,21.06%,0.41%,45.54%,0.08%,25.87%,0,1.4,0.3,0.1,0.2,0.3,0.2,0.2,0.3,0.2,0.1,26.08%,2.17%,56.52%,15.21%,0,0.1,2.8,2.3,0.1,6.6,12.1,41176,356,12,187,1294274
308,2026/3/14,gureto,25970,MASTER,1474,9.87%,2.54%,14.97%,2.08%,49.19%,0.00%,21.32%,0,2.5,0.2,0.3,0.7,0.2,0.2,0.1,0.4,0.3,0.1,21.87%,7.81%,65.62%,4.68%,0.1,0,3.7,1.9,0.3,8.7,5.7,13543,289,0,5,458503
309,2026/3/14,繧ゅ§縺ｰ縺代ｒ繧医�縲�,23236,DIAMOND4,0,5.10%,4.44%,16.88%,0.97%,46.29%,2.68%,23.60%,0.4,1.5,0.2,0,0.6,0.7,0.6,0.4,0.3,0.2,0,6.66%,3.33%,76.66%,13.33%,0.2,0,2.6,2.3,1.2,8.6,5.9,8622,645,1024,7234,669252
310,2026/3/14,CumInsideMyKunt,46036,MASTER,0,1.85%,1.61%,62.89%,1.66%,0.00%,0.00%,31.96%,0,0,0.2,0,0,0.2,0.1,0.1,0.5,0.3,0,0.00%,73.19%,25.77%,1.03%,0.1,0.1,2,2.6,1.2,9,7.6,2508,3,0,40,76405
311,2026/3/14,miyo,61939,ULTIMATE,1809,12.54%,1.33%,20.72%,6.53%,28.96%,1.66%,28.24%,0.2,1.6,0.2,0.2,0.7,0.2,0.1,0,0.1,0,0,12.67%,29.57%,42.25%,15.49%,0,0.1,2.5,2.5,0.7,12.6,9,13715,0,565,0,423439
312,2026/3/14,萬田金融,46036,MASTER,0,17.27%,2.17%,22.56%,11.32%,12.33%,3.06%,31.27%,0.4,2,0.3,0.1,0.4,0.1,0.1,0,0.2,0.1,0,24.24%,69.69%,6.06%,0.00%,0.1,0.1,2.6,1.9,0.6,13.9,8.1,1463,2,14375,269,227087
313,2026/3/14,CAIBIXONG,27851,MASTER,0,10.78%,3.74%,9.37%,4.79%,41.14%,0.60%,29.56%,0.1,1.4,0.2,0.3,0.5,0.3,0.2,0,0.4,0.3,0.1,39.13%,18.84%,26.08%,15.94%,0.1,0,1.7,2.2,0.6,9.7,9.9,1673,0,1008,0,63672
314,2026/3/14,Reginaldofury,80674,MASTER,0,10.97%,3.90%,27.10%,4.32%,20.52%,0.00%,33.17%,0,1.7,0.3,0.2,0.7,0.5,0.4,0.2,0.2,0.2,0.1,9.09%,3.63%,69.09%,18.18%,0,0.1,1.6,3.1,1.1,6.8,9,7032,738,94,317,268270
315,2026/3/14,bezo,421295,MASTER,1576,13.87%,5.76%,17.88%,11.88%,21.06%,0.16%,29.35%,0,0.6,0.2,0,0.1,0.5,0.3,0,0.4,0.3,0.1,17.77%,17.77%,55.55%,8.88%,0.1,0.1,2.5,2.1,0.5,10.1,10,31112,1708,0,4453,1256959
316,2026/3/14,bitibaraga,171071,HIGH,1656,9.66%,2.58%,20.33%,5.84%,34.83%,5.00%,21.73%,0.7,1.3,0.3,0.2,0.4,0.3,0.1,0.1,0.3,0.2,0.1,44.18%,16.27%,26.74%,12.79%,0.1,0.1,2.3,2,0.3,13.5,9.9,3079,1428,1341,252,171322
317,2026/3/14,sm_rin,46035,MASTER,0,10.13%,4.64%,4.94%,6.63%,34.64%,0.00%,39.00%,0,1,0.1,0.1,0.1,0.4,0.3,0.2,0.3,0.1,0.1,8.33%,8.33%,58.33%,25.00%,0.1,0,1.2,2.8,0.5,9.6,10,3853,3,208,0,120372
318,2026/3/14,LTを撤廃しろ,46035,MASTER,1435,22.07%,5.23%,20.38%,6.04%,0.00%,0.00%,46.26%,0,2.5,0.3,0.3,0.4,0.4,0.2,0.1,0.2,0.2,0.1,21.27%,10.63%,42.55%,25.53%,0,0,2.9,2.3,0.3,8.2,8.5,2896,0,157,0,101888
319,2026/3/14,Kite,19876,DIAMOND1,0,14.37%,1.84%,12.85%,4.64%,32.60%,5.01%,28.65%,0.6,2.4,0.3,0.4,0.6,0.2,0.2,0.1,0.3,0.2,0,28.81%,11.86%,32.20%,27.11%,0.1,0,2.8,2.8,0.4,9,9.1,11726,1,0,18,400352
320,2026/3/14,Guardian,33266,MASTER,0,13.86%,2.61%,18.15%,7.25%,39.33%,3.96%,14.80%,0.4,1.3,0.2,0.1,1,0.3,0.2,0.1,0.1,0.1,0,41.46%,14.63%,41.46%,2.43%,0.1,0,2.1,1.1,0.1,11.1,4.3,379,0,0,103,48379
321,2026/3/14,Brett Yokozuna,46035,MASTER,0,12.19%,2.20%,21.63%,9.18%,6.78%,0.22%,47.76%,0,0.6,0.4,0,0,0.2,0.1,0.1,0.6,0.4,0.1,23.07%,65.38%,7.69%,3.84%,0,0,3.3,2.3,1.2,7.4,4.4,920,96,92,2023,117206
322,2026/3/14,akamatsu kaeru,470736,GRAND,1723,13.11%,4.13%,19.85%,8.99%,32.08%,2.18%,19.63%,0.3,1.2,0.2,0.2,0.2,0.3,0.2,0,0.3,0.2,0.1,21.23%,67.25%,7.96%,3.53%,0.1,0.1,2.8,1.9,0.2,16,9.4,20016,1261,385,549,688881
323,2026/3/14,IsRiven,22859,DIAMOND4,0,4.74%,1.15%,7.23%,1.35%,61.18%,0.08%,24.24%,0,0.9,0.2,0.2,0.2,0.3,0.2,0.2,0.4,0.3,0,49.42%,5.74%,27.58%,17.24%,0,0,2.2,2,0.3,6.1,7.2,12682,194,2872,9,426664
324,2026/3/14,sigu__,152996,GRAND,1754,14.27%,2.72%,39.12%,6.61%,15.79%,0.69%,20.76%,0.1,2.4,0.5,0.3,0.6,0.3,0.1,0,0.2,0.1,0,11.82%,70.96%,13.97%,3.22%,0.2,0,2.3,2.1,0.2,10.9,13.6,25495,29,12559,358,964714
325,2026/3/14,ぽけもん,130014,MASTER,0,16.77%,2.72%,20.16%,8.14%,30.24%,0.27%,21.68%,0,3,0.2,0.3,0.8,0.5,0.2,0.1,0.2,0,0.1,24.17%,48.35%,15.38%,12.08%,0.1,0.1,1.3,2.5,0.7,13.7,8.5,4557,1686,0,266,202548
326,2026/3/14,sky_0105,201292,GRAND,1739,12.97%,2.64%,23.03%,7.69%,28.21%,0.99%,24.43%,0.1,1.5,0.2,0.4,0.3,0.3,0.2,0.1,0.3,0.2,0,41.12%,15.88%,38.31%,4.67%,0.1,0.1,1.6,2.6,0.3,12.7,10.5,8983,0,143,767,373253
327,2026/3/14,good4u,21721,DIAMOND3,0,11.92%,1.60%,11.60%,6.32%,40.01%,0.00%,28.53%,0,1.7,0.1,0.1,0.2,0.2,0.2,0.2,0.5,0.2,0,23.52%,29.41%,33.33%,13.72%,0.1,0,1.7,2.2,0.5,8.4,9,5283,1,2909,157,214271
328,2026/3/14,二营长的意大利抱,20094,DIAMOND1,0,23.04%,8.69%,17.02%,14.48%,0.95%,5.79%,30.01%,0.6,2.2,0.1,0.2,0.2,0.9,0.5,0.2,0.7,0.5,0.1,54.92%,23.94%,12.67%,8.45%,0.2,0,3,2.4,0.6,8.1,8.1,7374,650,11,0,240213
329,2026/3/14,dorarito,70529,MASTER,1529,18.72%,2.98%,12.82%,11.53%,32.46%,0.06%,21.40%,0,2.3,0.1,0.3,0.5,0.5,0.3,0.2,0.3,0.2,0.1,22.58%,12.90%,38.70%,25.80%,0,0,2,2.5,0.8,9.9,7.2,33894,11533,3985,4491,1659816
330,2026/3/14,나는도전하는자,33602,MASTER,0,6.88%,1.63%,8.68%,1.20%,51.83%,0.17%,29.59%,0,1.7,0.1,0.3,0.1,0.1,0.1,0,0.2,0.1,0,33.33%,1.07%,58.06%,7.52%,0,0.1,2.9,3.5,0.6,10,11.6,2058,5,202,0,70586
331,2026/3/14,Keneda_Chris,266055,MASTER,1538,12.00%,5.22%,18.50%,4.80%,39.83%,0.19%,19.42%,0,2.6,0.1,0.5,0.3,0.5,0.2,0.1,0.5,0.3,0.2,49.01%,0.00%,33.33%,17.64%,0.1,0.1,2.5,2,0.5,9.2,9.2,17361,0,18,1824,661059
332,2026/3/14,ランボルギーニ来栖,119299,MASTER,1512,17.30%,3.95%,18.88%,5.97%,29.55%,0.08%,24.23%,0,3.6,0.3,0.6,1,0.4,0.2,0,0.2,0.1,0,24.07%,3.70%,44.44%,27.77%,0.1,0,3.1,2.7,0.5,7.6,8.6,28854,1407,323,38,908826
333,2026/3/14,じゃがメロ,353102,GRAND,1782,10.94%,1.19%,23.05%,6.74%,36.66%,1.22%,20.16%,0.2,1.3,0.5,0.2,0.3,0.2,0.1,0.1,0.2,0.1,0,16.41%,29.85%,35.82%,17.91%,0.1,0,2.4,1.9,0.2,11.1,9.1,23957,387,15651,320,944433
334,2026/3/14,SHIBAKUZO,33602,MASTER,0,3.36%,3.70%,12.96%,2.08%,52.78%,1.17%,23.91%,0.1,0.3,0.2,0,0,0.3,0.2,0.1,0.5,0.3,0.1,34.00%,8.00%,30.00%,28.00%,0,0.1,2.4,2.2,0.6,10.9,7.8,2715,363,826,26,106689
335,2026/3/14,ToeHamUs,33602,MASTER,0,10.39%,2.96%,7.20%,4.48%,44.80%,0.00%,30.14%,0,1.7,0.1,0.2,0.4,0.3,0.2,0.1,0.5,0.2,0,32.00%,1.33%,40.00%,26.66%,0.1,0.1,4.9,3.1,0.6,12.7,7.5,3970,2,50,73,142453
336,2026/3/14,Boiol4 do Mato,25013,MASTER,1407,8.51%,2.24%,32.20%,0.41%,30.35%,0.08%,26.17%,0,2.6,0.1,0.1,0.2,0.1,0.1,0,0.8,0.5,0,36.25%,33.75%,13.75%,16.25%,0,0,0.7,1.6,0.1,8,9.6,3719,0,119,9,113491
337,2026/3/14,ボブ・サップ,37561,MASTER,0,12.51%,2.03%,18.85%,7.49%,39.31%,1.27%,18.50%,0.2,1.8,0.1,0.3,0.2,0.2,0.2,0.1,0.3,0.2,0.1,29.87%,14.28%,44.15%,11.68%,0,0.1,2.1,2.3,0.4,10.6,8,5202,11619,5601,7511,905845
338,2026/3/14,２chiyou,25017,MASTER,0,9.35%,3.38%,18.69%,1.57%,41.37%,1.06%,24.55%,0.1,2.6,0.2,0.2,0.6,0.5,0.4,0.3,0.4,0.3,0.1,15.71%,24.28%,44.28%,15.71%,0.1,0,2.3,2.2,0.6,9.2,6.8,7618,8505,1743,1081,558924
339,2026/3/14,gOldie,41020,MASTER,0,7.28%,6.94%,22.88%,1.87%,37.20%,0.00%,23.79%,0,1.5,0.1,0.2,0.2,0.6,0.4,0.1,0.5,0.4,0.2,17.24%,18.96%,39.65%,24.13%,0.1,0,1.7,1.8,0.1,9.3,6.4,13016,129,2641,3142,548642
340,2026/3/14,rukake999,118095,MASTER,0,12.96%,4.34%,6.64%,8.39%,36.69%,1.10%,29.84%,0.1,1.3,0.2,0.1,0.3,0.5,0.3,0.2,0.4,0.3,0.1,20.00%,22.22%,46.66%,11.11%,0.1,0,2.2,1.9,0.1,13.2,7.7,11449,310,87,207,393431
341,2026/3/14,バーンアウト上田,20223,DIAMOND2,0,8.57%,2.23%,27.38%,3.91%,28.22%,0.27%,29.39%,0,1.2,0.2,0.2,0.1,0.2,0.1,0,0.2,0.1,0,44.28%,27.14%,14.28%,14.28%,0.1,0.1,1.9,2.4,0.1,8.2,10.3,2019,1,2473,0,89416
342,2026/3/14,haru,226657,GRAND,1703,10.90%,1.73%,29.20%,4.42%,32.01%,0.43%,21.28%,0.1,2.6,0.5,0.3,0.9,0.4,0.3,0.2,0.3,0.2,0,48.03%,18.11%,20.47%,13.38%,0.1,0.1,5.2,2.6,0.6,10,8.5,13805,40,1350,164,455134
343,2026/3/14,2019Whe,25205,MASTER,0,12.97%,9.78%,8.41%,7.05%,36.69%,1.88%,23.18%,0.2,1.6,0.2,0.3,0.4,0.7,0.4,0.1,0.7,0.5,0.3,47.32%,15.17%,25.89%,11.60%,0.2,0.1,2.3,2.2,0.7,10,7.1,1161,119,28,515,68129
344,2026/3/14,中ソ・バットガイ,25205,MASTER,0,12.94%,2.84%,13.02%,8.40%,19.37%,1.42%,41.98%,0.1,1,0.1,0,0.2,0.2,0.1,0,0.2,0.1,0,37.73%,30.18%,24.52%,7.54%,0,0.1,1.2,2.1,0.6,7.6,11.8,2532,48,3042,0,133714
345,2026/3/14,コロ坊　Mでごめん,37658,MASTER,1514,14.50%,3.57%,18.97%,0.60%,30.65%,0.25%,31.42%,0,3.9,0.6,0.4,0.8,0.4,0.3,0.1,0.1,0.1,0.1,42.02%,24.63%,28.98%,4.34%,0.1,0,4.2,2.2,1,8.8,9.1,23851,61,533,298,951818
346,2026/3/14,N_xqx,279511,GRAND,1701,19.79%,3.85%,18.60%,14.26%,16.61%,3.81%,23.05%,0.4,1.5,0.4,0.3,0.5,0.3,0.2,0,0.3,0.2,0.1,53.93%,13.48%,21.34%,11.23%,0.1,0.1,1.8,2.1,0.1,9.5,10,13330,1486,0,0,507916
347,2026/3/14,Lava,21417,DIAMOND3,0,11.20%,7.34%,19.33%,6.27%,17.42%,1.58%,36.83%,0.2,1.1,0.1,0.2,0.2,0.8,0.6,0.4,0.9,0.6,0.1,15.11%,5.81%,54.65%,24.41%,0.2,0,2.3,2.6,1,10.6,7.7,1073,287,106,392,61708
348,2026/3/14,XGenuine88X,26376,MASTER,0,15.92%,3.83%,22.94%,7.32%,13.63%,3.70%,32.63%,0.5,3.3,0.2,0.1,0.3,0.4,0.2,0.1,0.5,0.3,0.1,33.33%,2.56%,52.56%,11.53%,0.1,0,1.9,2.6,1,9.9,6.8,6652,387,285,160,238472
349,2026/3/14,Yamabiko,132405,HIGH,1627,11.99%,2.23%,15.63%,5.31%,43.12%,1.71%,19.98%,0.2,2.4,0.2,0.1,0.5,0.3,0.2,0.1,0.3,0.2,0.1,22.09%,10.46%,53.48%,13.95%,0.1,0,2.5,2.2,1,12.7,7.4,6749,570,2637,0,334735
350,2026/3/14,pikaCHUfun,224060,HIGH,1612,12.36%,2.47%,8.70%,6.25%,35.14%,1.68%,33.36%,0.2,1.8,0.2,0.1,0.5,0.3,0.2,0.2,0.3,0.2,0,20.00%,22.22%,33.33%,24.44%,0,0,3.4,2.9,0.7,6.8,9.5,12687,0,6097,516,476885
351,2026/3/14,Edgelord44,25205,MASTER,0,8.86%,14.25%,36.43%,5.55%,0.14%,6.47%,28.26%,0.7,0.7,0.2,0.1,0,0.9,0.4,0.1,0.7,0.5,0.3,27.95%,3.22%,53.76%,15.05%,0.1,0,3.2,2.6,0.2,13.8,7.2,1194,44,515,31,46916
352,2026/3/14,ｄでびｂ,199197,HIGH,1600,8.64%,2.17%,24.61%,4.72%,33.22%,1.44%,25.16%,0.2,0.8,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0,12.00%,38.00%,40.00%,10.00%,0,0,2,1.9,0.5,10,6.9,21300,2454,7175,2304,943646
353,2026/3/14,kuro,215738,HIGH,1608,13.23%,2.66%,8.80%,6.18%,44.97%,0.67%,23.45%,0.1,2.5,0.2,0.2,0.3,0.3,0.2,0.1,0.2,0.1,0,15.78%,24.56%,43.85%,15.78%,0.1,0,2.8,2,0.4,11.3,7.5,11380,191,4328,2204,565233
354,2026/3/14,Ci＋LUS,771564,ULTIMATE,1959,14.52%,1.11%,5.00%,8.83%,47.57%,0.46%,22.48%,0.1,2,0.2,0.4,0.8,0.2,0.1,0.1,0.2,0.1,0.1,52.17%,0.86%,36.52%,10.43%,0,0.1,2.5,3.5,1.4,10.5,10,29551,1,892,69,917964
355,2026/3/14,酸甜凉A,55278,HIGH,1612,13.73%,3.69%,20.30%,8.87%,29.29%,2.87%,21.21%,0.4,1.5,0.2,0.3,0.1,0.3,0.3,0,0.2,0.1,0,27.55%,8.16%,52.04%,12.24%,0.1,0.1,2.5,2.4,0.6,12.2,7.3,2840,6908,6208,42,380216
356,2026/3/14,Hellcat,29570,MASTER,1462,10.92%,6.48%,20.13%,7.51%,23.94%,4.77%,26.22%,0.6,1,0.2,0.1,0.2,0.7,0.5,0.2,0.6,0.4,0.2,24.07%,30.55%,35.18%,10.18%,0.2,0.1,3.2,2.3,0.5,10.6,5.7,15068,2963,4381,6,589852
357,2026/3/14,ニコチンファイター,356298,HIGH,1692,11.80%,4.25%,13.90%,6.95%,33.78%,3.42%,25.85%,0.3,0.8,0.2,0.2,0.2,0.5,0.3,0.2,0.3,0.2,0,46.06%,29.21%,19.10%,5.61%,0.1,0,3,2.2,0.5,11.9,4.6,30345,6836,10973,48,1256845
358,2026/3/14,Rimora,33206,MASTER,0,11.30%,1.16%,18.02%,5.77%,35.75%,0.16%,27.81%,0,1.7,0.2,0.1,0.6,0.2,0.1,0.1,0.2,0.1,0,17.94%,34.61%,41.02%,6.41%,0.1,0,2.4,2.3,0.4,11,8.2,2167,11,6149,0,143637
359,2026/3/14,Halesun,35208,MASTER,0,11.49%,2.67%,8.69%,6.98%,35.67%,4.46%,30.00%,0.6,1.7,0.1,0.2,0.1,0.2,0.2,0,0.4,0.2,0.1,21.05%,19.29%,40.35%,19.29%,0,0,1.3,1.5,0.1,11.5,9,3280,1774,3715,997,268610
360,2026/3/14,清挚1111,21907,DIAMOND3,0,4.93%,5.82%,4.75%,2.82%,62.22%,0.14%,19.29%,0,0.9,0.1,0,0.1,0.6,0.5,0.2,0.4,0.2,0,38.93%,2.65%,44.24%,14.15%,0.1,0.2,2,3.2,0.4,8.1,9,5374,2,10,0,180147
361,2026/3/14,マジで苦しい,31507,MASTER,0,14.07%,3.05%,29.53%,10.76%,24.89%,0.07%,17.59%,0,1.2,0.2,0.1,0.2,0.3,0.2,0.1,0.4,0.2,0,21.62%,12.16%,43.24%,22.97%,0.1,0.1,1.5,2.1,0.5,9.3,9.7,17505,4132,16,643,689051
362,2026/3/14,yukutata,148040,HIGH,1653,17.12%,1.82%,16.57%,11.82%,25.99%,1.59%,25.05%,0.2,1.6,0.3,0.1,0.5,0.2,0.1,0.1,0.2,0.1,0,28.35%,34.32%,34.32%,2.98%,0.1,0.1,3.1,2.2,0.7,9.7,8.9,7695,2465,5108,585,440439
363,2026/3/14,TKK-69,203702,HIGH,1658,10.60%,1.56%,11.51%,5.25%,50.30%,0.07%,20.67%,0,1.7,0.1,0.1,0.6,0.2,0.1,0.1,0.2,0.1,0,32.65%,20.40%,36.73%,10.20%,0,0.1,2.1,2,0.6,9.3,9.4,23293,46,9856,481,842605
364,2026/3/14,むらさき,136301,MASTER,0,16.83%,0.79%,12.51%,7.24%,36.54%,0.39%,25.67%,0.1,3.5,0.1,0.2,1.3,0.2,0.1,0.1,0.3,0.1,0,30.48%,12.19%,37.80%,19.51%,0.1,0.1,2,2.7,0.3,9.3,12.6,3906,216,2470,8554,550225
365,2026/3/14,(×ω×),191619,MASTER,1570,13.43%,1.66%,20.29%,5.36%,31.42%,2.02%,25.78%,0.3,2.8,0.4,0.2,0.9,0.2,0.1,0,0.1,0.1,0.1,25.75%,33.33%,22.72%,18.18%,0.1,0.1,2,3.1,0.9,9.2,10.5,5467,5,3921,112,213318
366,2026/3/14,saburo2525,77297,MASTER,0,15.68%,2.40%,14.03%,7.72%,29.40%,2.21%,28.52%,0.3,3,0.3,0.1,0.8,0.4,0.2,0.1,0.1,0.1,0,21.05%,40.78%,27.63%,10.52%,0.1,0.1,3,2.5,1,9.4,9,29120,25,389,3969,1107046
367,2026/3/14,ごめすん,32638,MASTER,1599,9.62%,8.02%,13.13%,6.51%,28.17%,5.95%,28.55%,0.6,0.8,0.4,0.1,0.2,0.8,0.5,0.2,0.6,0.4,0.1,54.21%,25.30%,13.25%,7.22%,0.1,0,4,1.8,0.7,7.9,6.6,1448,406,0,0,54630
368,2026/3/14,hiruda,136276,HIGH,1608,10.63%,5.91%,13.45%,4.86%,38.34%,1.97%,24.81%,0.2,1.4,0.2,0.1,0.6,0.7,0.4,0.2,0.4,0.3,0.2,47.43%,14.10%,26.92%,11.53%,0.1,0,1.1,1.5,0.2,9.5,10,10873,8414,3918,178,642315
369,2026/3/14,abbydon,41290,GRAND,1707,11.04%,4.10%,23.01%,6.69%,22.63%,0.00%,32.49%,0,1.2,0.1,0.1,0.3,0.6,0.4,0.3,0.2,0.1,0,31.81%,25.75%,33.33%,9.09%,0.1,0,0.7,2.4,0.2,9.4,10.5,867,363,1410,8025,754914
370,2026/3/14,Manny,24744,DIAMOND5,0,11.02%,2.73%,16.86%,5.19%,45.41%,0.19%,18.57%,0,2.7,0.4,0.2,0.3,0.4,0.3,0.2,0.3,0.2,0,34.69%,10.20%,38.77%,16.32%,0.1,0.1,2.6,2.5,0.3,6.2,8.7,3941,9801,2921,3,484431
371,2026/3/14,Vita丨夏目口口,222847,HIGH,1600,12.31%,5.78%,32.71%,8.76%,21.22%,0.60%,18.57%,0.1,1.1,0.4,0.2,0.2,0.6,0.5,0.1,0.3,0.2,0.1,28.57%,27.61%,29.52%,14.28%,0.1,0.1,3.2,2,0.1,10.2,8.5,18102,1142,20072,16,790684
372,2026/3/14,なかちこ,342257,HIGH,1632,13.19%,3.67%,22.17%,9.10%,25.92%,3.48%,22.44%,0.5,1.5,0.3,0.2,0.3,0.3,0.2,0.1,0.4,0.3,0.2,34.66%,9.33%,44.00%,12.00%,0,0.1,2.5,2.6,0.4,14.3,11.9,13662,253,8916,0,518547
373,2026/3/14,syake_n,34102,MASTER,0,18.39%,1.65%,15.48%,13.74%,32.55%,1.02%,17.13%,0.1,1.2,0.1,0.2,0.4,0.2,0.2,0.2,0.2,0.1,0,25.26%,36.84%,31.57%,6.31%,0.1,0,0.9,1.9,0.6,13.1,5,294,1,5,0,9110
374,2026/3/14,にんにく,19290,DIAMOND1,0,9.07%,6.63%,17.64%,4.07%,27.26%,0.08%,35.20%,0,1.6,0.1,0.1,0.4,0.6,0.4,0.1,0.3,0.2,0.1,31.57%,44.21%,17.89%,6.31%,0.1,0,2.5,2.7,1.2,5.3,8.5,7128,0,0,0,254273
375,2026/3/14,FGAMthebeast,17935,PLATINUM5,0,6.13%,2.72%,10.49%,1.14%,58.51%,0.00%,20.99%,0,1.1,0.2,0.3,0.4,0.3,0.2,0.1,0.4,0.2,0.1,12.12%,39.39%,27.27%,21.21%,0,0.1,3.5,2.2,0.3,6.7,9.6,7690,2,3510,0,297854
376,2026/3/14,Aise,25016,MASTER,0,10.84%,1.51%,29.99%,5.16%,20.43%,1.83%,30.20%,0.3,2,0.5,0.1,0.7,0.3,0.2,0.2,0.2,0.1,0,27.08%,46.87%,21.87%,4.16%,0.1,0.1,2.1,2.7,0.5,6.3,18.9,4663,2733,0,0,243655
377,2026/3/14,本村酒店,106691,MASTER,1289,9.29%,4.48%,15.15%,1.12%,22.92%,1.58%,45.44%,0.1,1.3,0.1,0.2,0.3,0.3,0.2,0,0.3,0.3,0.1,45.45%,9.09%,22.72%,22.72%,0,0.1,1.5,2.7,0.7,3.3,12.7,18337,3927,29,4786,903920
378,2026/3/14,脚气女孩,48189,GRAND,1700,10.34%,4.64%,29.01%,9.40%,17.18%,1.19%,28.21%,0.2,0.3,0.3,0,0,0.5,0.4,0.2,0.8,0.5,0.2,39.18%,6.75%,35.13%,18.91%,0.1,0.1,3.1,2.2,0.2,11.6,9.8,12676,3511,7294,6,563973
379,2026/3/14,대니데이,30213,MASTER,1500,10.11%,4.18%,11.10%,4.54%,32.90%,0.09%,37.04%,0,1.7,0.2,0.2,0.1,0.4,0.2,0.1,0.3,0.1,0,13.15%,15.78%,36.84%,34.21%,0,0.1,2.3,3.2,0.9,3.4,9.3,4920,1923,21,25,247346
380,2026/3/14,GURACOROOOOOOOO,24689,DIAMOND5,0,10.08%,5.56%,37.92%,6.36%,21.51%,1.32%,17.21%,0.2,0.9,0.1,0.1,0.4,0.4,0.2,0.1,0.3,0.2,0.1,25.00%,22.91%,41.66%,10.41%,0.1,0,0.8,1.9,0.3,7.3,7.8,45,0,0,0,1350
381,2026/3/14,japan,24689,DIAMOND5,0,6.62%,3.56%,1.61%,4.45%,58.13%,0.80%,24.80%,0.1,0.5,0.1,0.1,0.2,0.5,0.4,0.3,0.3,0.2,0.1,37.87%,0.00%,50.00%,12.12%,0.1,0.1,3.1,2.4,0.5,9.9,7.2,1905,3,767,0,83055
382,2026/3/14,魔法少女佳佳子_zZ,24689,DIAMOND5,0,8.73%,1.83%,7.52%,6.25%,49.02%,0.00%,26.62%,0,0.8,0.1,0,0.1,0.3,0.2,0.2,0.3,0.1,0,65.43%,0.00%,29.62%,4.93%,0,0.1,1.5,2.6,0.2,10.9,8.7,1854,193,7,0,67189
383,2026/3/14,いそべです,44141,MASTER,0,7.66%,3.74%,12.82%,3.11%,45.27%,2.89%,24.48%,0.4,1.2,0.4,0.1,0.8,0.4,0.1,0.1,0.2,0.1,0.1,32.60%,15.21%,32.60%,19.56%,0.2,0,2.8,1.7,0.4,9,7.1,6015,572,16476,204,403173
384,2026/3/14,こぱおうか,24689,DIAMOND5,0,11.54%,7.96%,3.48%,7.63%,50.55%,0.08%,18.71%,0,0.9,0.1,0,0.1,0.6,0.2,0,0.6,0.4,0.2,4.00%,0.00%,64.00%,32.00%,0.1,0.1,3,2.2,0.2,8.9,9.1,2901,143,284,331,123144
385,2026/3/14,SLOT,89182,MASTER,1391,18.45%,2.45%,16.68%,11.22%,27.47%,1.37%,22.34%,0.2,1.9,0.3,0.2,0.4,0.2,0.1,0.1,0.3,0.1,0,2.50%,12.50%,42.50%,42.50%,0,0,1.5,2,0.1,8.8,8.4,4422,5,2069,0,155907
